web-scraper-order,web-scraper-start-url,productos,productos-href,nombre,precio final,descuento,caracteristicas
"1670951417-83","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://articulo.mercadolibre.com.co/MCO-479706685-linternas-tacticas-ultra-potente-led-recargable-15000-lumens-_JM?searchVariation=173952189664#searchVariation=173952189664&position=38&search_layout=stack&type=item&tracking_id=5290ca73-c9ad-4d32-a40e-a0dfa4180f7d","Linternas Tacticas Ultra Potente Led Recargable 15000 Lumens","75.000","null","ENVIO INMEDIATO - SE DESPACHA HOY MISMO SI LO PAGAS ANTES DE LA 1 PM.

NOTA: tambien trae un adaptador de pila triple a (el de color negro con la punta dorada) para que si deseas le coloque 3 pilas triple a, y funciona igual que con la pila 18650.

***********************************************************
EL KIT INCLUYE :
- 1 x linterna recargable ULTRAFIRE LED T6 de 15.000Lm
- 1 x funda estuche para cinturón, con doble pasador, sirve para Riata militar o para cinturón normal.
- 3 x BATERIAS RECARGABLE 18650 3,7 !!!! - FUNCIONA CON 1 BATERIA.
- 1 x cargador DE PARED
- 1 x adaptadores de Pila triple a.
- 1 x holder para que la pila no quede suelta pues el tubo robusto y resistente.
- 1 Estuche Plástico resistente al agua.

*****************************************************************"
"1670951420-84","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://articulo.mercadolibre.com.co/MCO-583383224-combo-carpa-camping-6-personas-y-colchoneta-camping-confort-_JM#position=37&search_layout=stack&type=item&tracking_id=5290ca73-c9ad-4d32-a40e-a0dfa4180f7d","Combo Carpa Camping 6 Personas Y Colchoneta Camping Confort","119.900","null","¡¡BIENVENID@ A ONLY STORE!!
---------------------------------------------------------------------------------------------------------------------
Estamos encantados de darte la bienvenida a nuestra Tienda Virtual, *ONLY STORE* en Mercado Libre.

¡¡Gracias por confiar en nosotros!!
*Lee la información para poder garantizarte una experiencia totalmente positiva*
*Si vas a realizar la compra VERIFICA que tu dirección sea la correcta; especificando ciudad, apto, oficina, etc.*
*Si tienes preguntas no dudes en dejarlas abajo, con gusto las responderemos*
---------------------------------------------------------------------------------------------------------------------

COMBO CAMPING 6 PERSONAS Y COLCHONETA JUMBOLON AISLANTE DE FRIO ENVIO INCLUIDO!

Pensando en la comodidad de nuestros clientes, hemos diseñado este practico y económico combo de camping para 6 personas con colchoneta jumbolon aislante de frio de excelentes medidas 

INCLUYE: 

-Carpa camping para 6 personas semipermeable 200cm x 250cm x 150cm 
-Colchoneta Jumbolon aislante de frio 1.80 cm x 60cm x 1cm

-Fabricada en espuma de polietileno con protección UV que retarda su deterioro al ser expuesta al sol.
-Una de sus caras se encuentra metalizada como aislante de frio
-Tamaño Aproximado Carpa: 200cm x 250cm x 150 cm
-Empaque: 65cm x 14cm x 12 cm.
-Es semipermeable
-Uso recomendado para 2 a 6 personas, cuenta con una estructura estable y buena ventilación.

Te entregamos:
- carpa con accesorios.
- Colchoneta con correa de amarre.

** Disponible en color verde**
 __________________________________________________________
GARANTÍA
NO cubre:
- Daños provocados por un uso indebido o negligente del artículo.
- Daños provocados por haber sometido el articulo a esfuerzo excesivo, por un trato inadecuado o por acciones externas
- NO cubre defectos ocasionados por no haber seguido las instrucciones de uso.
- NO cubre En caso de que personas ajenas a su distribuidor hayan realizado reparaciones o hayan intentado reparar el artículo.
- IMPORTANTE: Sé debe conservar la caja en buen estado y accesorios para efectos de garantía.

---------------------------------------------------------------------------------------------------------------------
Somos *ONLY STORE* y estaremos encantados de atenderte!
*Contamos con mas de 3 años de experiencia cumpliendo siempre en calidad, precio y tiempo*
*Recuerda que con MercadoPago tienes tu dinero asegurado en todo momento*"
"1670951423-85","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://articulo.mercadolibre.com.co/MCO-593594595-carpa-camuflada-verde-2-personas-asgard-camping-2x12-_JM#position=36&search_layout=stack&type=item&tracking_id=5290ca73-c9ad-4d32-a40e-a0dfa4180f7d","Carpa Camuflada Verde 2 Personas Asgard Camping 2x1.2","79.900","null","SOMOS PARRILLASYCAMPING | Líderes en productos de outdoor.

Tienda virtual que ofrece artículos para aire libre de alta calidad.

Somos distribuidores autorizados de las marcas: Asgard, King Flame, Kingcamp, Coleman, Campingaz.
——————————

Carpa Camuflada Verde 2 Personas Camping 2x1.2

Conoce la nueva colección de las Carpas Asgard, diseñadas y confeccionadas con la más alta tecnología, para brindarte la mayor comodidad y seguridad que te mereces, que tu única preocupación sea disfrutar de tus paseos y aventuras juntos a tu familia o amigos.

Especificaciones

Marca Asgard
Material Techo 180T Poliester PU 800 mm
Material Piso 180T Poliester PU 800 mm
Material Mosquitero Malla, Varillas Fibra de Vidrio
Medidas 200x 120x 100cm (Largo,Ancho,Alto)
Medidas Bolsa de Transporte Ø14x 58cm
Peso 1450g
Color Camuflada Verde
Sobrecarpa No
Uso Exteriores, Interiores


Incluye: Parantes, estacas, vientos tensores y práctica bolsa de transporte

Pulsa comprar y recibirás todos nuestros datos. Llámenos ya!!!!!
——————————

Para ver otros increibles productos para exteriores o Camping al mejor precio, Haz clic en el siguiente link:
https://listado.mercadolibre.com.co/_CustId_24264817


—————————

PROCESO DE COMPRA

1. Si tienes dudas realice todas las preguntas en la sección ""Preguntas al Vendedor"".
2. Haga clic en el boton ""Comprar""
3. Coloca los datos de envio: Casa, Apartamento, oficina, local u oficina principal de servientrega.
* Por favor se lo mas claro y especifico posible (nombre del barrio, nombre del conjunto, telefono de la persona que recibe) para que la transportadora llegue a tu domicilio sin problema.
* Puede llegar a tu domicilio o a la direccion de un familiar o amigo.
4. Elige el método de pago.
5. El envio se demora 1 o 2 dias habiles despues de confirmado el pago.
6. Recibe el envio en tu domicilio, en caso de que no puedas recibir el paquete puedes dejar una persona encargada.

——————————

FORMAS DE PAGO

MercadoPago

• Desde cualquier lugar del país sin costo alguno.
• Hasta 48 cuotas con tarjeta de crédito (Diners Club, Visa, Mastercard, American Express, Codensa).
• Giro por Efecty.
• Con tarjeta débito (por medio de PSE).
• Con el dinero disponible en su cuenta de MercadoPago.

——————————

FORMAS DE ENVÍO

1. MercadoEnvíos

• La forma ideal ya que es más económico.
• Envío por servientrega con cubrimiento a nivel nacional.
• El seguro cubre el 100% del costo del producto.

2. Otros medios de envío

• En caso de que Mercadoenvios no llegue a su ciudad por favor haganoslo saber en la sección de preguntas.


El envió o el domicilio se demora 1 o 2 días Hábiles después de confirmado el pago.

ENVÍOS A TODO EL PAÍS
——————————

Gracias por tu visita!
ParrillasyCamping

——————————"
"1670951426-86","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://articulo.mercadolibre.com.co/MCO-577044350-lampara-campamento-solar-linterna-jy-5700t-usb-recargable-_JM?searchVariation=175175310552#searchVariation=175175310552&position=35&search_layout=stack&type=item&tracking_id=5290ca73-c9ad-4d32-a40e-a0dfa4180f7d","Lampara Campamento Solar Linterna Jy-5700t Usb Recargable","16.900","null","Linterna Lampara Recargable energía y luz solar 5 LED + 1W con puerto usb 

La Perfecta combinación de la lámpara mágica y la lámpara de Campamento, Te permite agregar diversión a tu viaje.

- USB para cargar tus celulares. (cable usb no incluido)
- Puedes Cargarla Mediante corriente eléctrica. (incluye cable de alimentación eléctrica)
- Puedes ponerla en modo de búsqueda.
- Cuenta con paneles solares para cargarla."
"1670951429-87","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://articulo.mercadolibre.com.co/MCO-613169537-carpa-2-personas-rain-forest-coleman-2000026156-_JM#position=34&search_layout=stack&type=item&tracking_id=5290ca73-c9ad-4d32-a40e-a0dfa4180f7d","Carpa 2 Personas Rain Forest Coleman 2000026156","269.900","null","CARPA COLEMAN RAINFOREST 2 PERSONAS 2000026156

Carpa para2 personas RainForest, es compacta, confortable con su entrada tipo D y toldo la protección al frío será mayor, gracias al sistema de clavijas y anillos permiten un armado seguro y resistente

Marca: Coleman
Referencia: 2000026156
Dimensiones: 200cm (Largo) x 140cm (Ancho) x 120cm (Alto)
Capacidad : 2 Personas
Peso: 3 Kg
Garantía: 1 Año
Hecho en: Estados unidos

» Sistema WeatherTec™
» Los pisos soldados patentados y las costuras invertidas ayudan a mantener el agua fuera.
» Con gancho para que cuelgue su lámpara
» La bolsa de transporte expandible le permite arrancar la tira de rasgado para facilitar el empaque.
» Fácil instalación en unos 8 minutos"
"1670951432-88","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://articulo.mercadolibre.com.co/MCO-584776717-lampara-led-solar-usb-recargable-camping-_JM?searchVariation=70720136808#searchVariation=70720136808&position=33&search_layout=stack&type=item&tracking_id=5290ca73-c9ad-4d32-a40e-a0dfa4180f7d","Lámpara Led Solar Usb Recargable Camping","15.717","7% OFF","Descripción

Bombillo led de potencia de 3 watios.
Panel solar incorporado para carga solar.
Conector para Carga electrica.
Bombillo led rojo indicador de carga.
Soporte escualizable para fijar en cualquier lugar.
Color plateado.
Medida: 11 x 11 cms.

 Especial para Camping, Jardines y Kit de Emergencias.
 Autonomía: 8 a 12 Horas de Iluminación.
 Incluye panel solar de auto-recarga ( Parte posterior).
También se puede cargar conectando al cualquier puesto USB.
 Carga tu teléfono celular ante emergencias."
"1670951435-89","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://articulo.mercadolibre.com.co/MCO-842408303-carpa-coleman-doble-tendido-6-personas-tienda-de-campana-_JM#position=32&search_layout=stack&type=item&tracking_id=5290ca73-c9ad-4d32-a40e-a0dfa4180f7d","Carpa Coleman Doble Tendido 6 Personas Tienda De Campaña","684.000","4% OFF","TIENDA OFICIAL COLEMAN®

THE OUTDOOR COMPANY

Somos Marca líder con más de 100 años en el Mercado, especializados en equipos y accesorios en la categoría Outdoor para el disfrute de las actividades recreativas al aire libre, como excursión, camping, playera, hogar y accesorios.

Horario de Atención: lunes a viernes de 9:00 am 6:00 pm y sábados de 9:00 am a 11:00 pm.

DESCRIPCIÓN DEL PRODUCTO

- Peso: 6.75 Kg.
- Dimensiones: 411 cm (Largo) x 203 cm (Ancho) x 200 cm (Alto).
- Resistencia a Columnas de Agua: 2.500 mm a 3.000 mm (Resistencia Alta).
- Sistema WHEATHERTEC™ con esquinas soldadas y costuras invertidas y selladas para evitar la filtración de agua.
- Tecnología UVGuard™ que ayuda a proteger la casa de los rayos dañinos del sol.
- Estructura resistente para soportar vientos de hasta 56 km/h+.
- Con vestíbulo que crea un área seca para la entrada y almacenamiento de equipo.
- Puerta amplia que aumenta la facilidad de entrada y salida de la casa.
- Cuenta con un bolsillo para tus almacenar tus dispositivos electrónicos.
- Mangas para las varillas que protegen contra enganches.
- Malla contra insectos que aporta excelente ventilación.
- Flujo de ventilación transpirable asegurando comodidad.
- Bolsa de transporte incluida.
- Rápida instalación .


¿CÓMO COMPRAR?:

PAGOS:
- MercadoPago

ENVÍOS:
- Mercadoenvíos
- Coordinadora Mercantil (Contra entrega)

RECOMENDACIONES:
- Por favor aclare todas tus dudas en la sección de preguntas antes de ofertar.
- Aclare todas sus dudas antes de ofertar.
- Actualice el teléfono, correo y dirección para poder contactar y enviar el producto correctamente. No nos hacemos responsables por -contratiempos causados por datos erróneos.
- Las compras acreditadas antes de las 2:30 pm serán enviadas el mismo día hábil. Después de las 2:30 pm el envío se realizará el día hábil -siguiente. 

PREGUNTAS FRECUENTES:
1. ¿Hacen envíos a todo el País?
Si. A través de Mercado envíos y Coordinadora Mercantil (Contra Entrega).
2. ¿Desde qué ciudad realizan los envíos?
Todos nuestros productos son despachados desde nuestro almacén en Bogotá.
3. ¿Puedo retirar mi producto personalmente?
Si. Por nuestra sede en Bogotá, Fontibón.

GARANTÍA:
- Todos nuestros productos están garantizados por 3 meses contra defectos de fábrica.
- La garantía no cubre abuso, descuido, mal uso o desgaste natural por el us"
"1670951439-90","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=mAqFB%2Fi6M4Y04buxv4T5JBP2iaNMscdSVtQ0OwQj0d018VEPuPBCj%2B%2BRE0oSvZN0hUgs4gA45nEegchIIGT8aGjhI6cG2dsfgd2rSG86CJRxkN3tqnnhwAzw%2BM%2BMI5m06RhRzxL9yznQsgpbkc%2BNVGGKfjPjO%2BiNpKN5gygU8ReS8UZNDxmfRqTMUhYClYF8tDWA%2FkWBSLWwRpfHdXdMdsOee8B4RJnPR9DsC3aoQFe12Z2iR91hNSgs4qCCIzu73yH2bzpAyX7nQSYkvbKR2DXfSaSSI3cDk0QDqOcHwwlPstWS9zp%2FXCeTOUWdUzIb%2Fg%2BgdEU7y5p3UQZX1JQSjneVt6v5CJY3uYRiG1J0UgWOrDSAHCra4r6qkEt8Zd13Id%2FpRSsiX0%2BnHVBoXVz7L5S5DwHNce0861z1H8D8c52g0sPA%2BON3y%2BlqG%2FHPRnVzYaPx54lG7OJDKmO1QoX%2BHoz8QUbdrOCFbhGzcYKQXofWYPyF6UiVtDUNVynoSSrdgAThLX7dqnHgFBodOnputlBF3lFYvA72Oo90o0h%2F58zCaduBdfKYpHYEkC0tVUFsYXjsTuHQH4bAxpeJfnVrJOA%2FTRJc29P153A3fNM6DET6ItLHGJgU65gBI0KrS6A7O46dKtRx3aX52hwYobJ6jfLF9N24JAYpS7abKgho%2BmfrfwjMGYCy4Er9QiYeh9w07REmv2I5rjPQCw611r%2F0g63Ndf0Fi2QWkU34PRfo0QN3Si5z4IQVv3GRDuVMLF32p0A31%2FeXQTJgfNJfWXQRQEY%3D&rb=x","Termo Botella Inteligente Temperatura Pantalla Led","38.900","null","La pantalla inteligente de la temperatura del agua en tiempo real siempre sabe si la temperatura del agua potable es anti quemaduras. El interruptor táctil se enciende y se apaga automáticamente en 3 segundos. Puede ayudarte a entender fácilmente la temperatura del agua, proporcionar la experiencia de bebida más íntima, evitar quemaduras y disfrutar del café.

Esta taza de estilo tiene una pantalla LED inteligente de temperatura en la parte superior del termo que durará hasta 40.000 toques sin un cambio de batería. ¡Eso es más de 2 años de uso! La calidez de cada momento se puede ver simplemente tocando suavemente la parte superior de la cubierta termo. Presiona la parte superior del termo suavemente, la cubierta táctil de capacidad sensible puede mostrar la temperatura del agua dentro del termo inmediatamente que puede evitar quemar la boca.

No necesita carga: la batería integrada no necesita ser cargada. La tapa es resistente al agua (la tapa se puede enjuagar pero no sumergir en agua) Y la botella mantiene la temperatura hasta 12 horas.

Aplicaciones extendidas: La botella de agua inteligente es ideal para viajes fáciles, perfecta para deportes al aire libre, trabajo, playa, escuela, oficina, picnic, yoga, senderismo, camping, ciclismo, correr, etc. Simple y práctico, es el mejor regalo para amigos, familia, niños, hijos e hijas."
"1670951442-91","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=ybRl7FRIk%2BbAXguyk8k8Aeod6WbCV%2BvEcl0uTxcL2ww%2Bi82F1%2Fz%2FtlR0PDf2UMWg5zQIaOIYXeU3a%2BR2s61kCR5DLVWmpRKJulqTskdAIxPpyqM1FIi1KSh0DoJ%2BifFKHMRjoOvsAuAnP%2FLDfL3NRW%2BCRzkO%2FJbCEzi6nvUP3QR226O%2FeAKry6unXDhRl1ioJU6Z04JkP5x%2FLgxc8MNaNudNtbI2v%2FnUIPcFGryJrnLqc4Po7qtdxruepssA5%2B5D04S%2Bjp7I40e55NAkBWpmctUj352RBP3q4ai%2B4RAPC31sGxkAjQ2v8%2BYE2NjYMsOjOqyvT5HQGOhGyiqyNZ1h2xeltVaK45Zbdf3knrEqLqqjsu6C2m8P9LHvS2g8luYpf%2Br9YqZKyDlmnnvBpJyqszUPSu4oNp7CjtE5BHmNwgcXX7lvPVSkpJYO9qL%2FLh56SxHe4xp%2FCWtkswQKVPx%2Fz4%2BmVxC8Rs07nTiVS9kkdgs9bwXfb7yGCA%2BUs0tVMc0ooBDmZosU2O302zYT8rODlIxSEArgdewr5NVcf3T01o5Dl3U2ZWAilDLVRy39bqVnNd3JdquqWyWB48ED%2BGxc%2BlmEzYwf2fmOnAR3Xueu%2B6dX1y1Ia0sYI9ZQJxJeNTH8gCde9TAkpBe6isgL3w1O1832UstE5LLsVVDTcPUdswOF8d7zSGgykP3wpaD2&rb=x","Carpa 6 Personas Rain Forest Coleman 2000026158","529.900","null","CARPA 6 PERSONAS RAIN FOREST COLEMAN 2000026158

**DISPONIBLE PARA ENTREGA INMEDIATA**

Con gran capacidad de espacio, puede dormir 6 personas cómodamente, colocar 2 colchones inflables de tamaño Queen, con toldo que protege de las lluvias manteniéndose fresca, de fácil armado con el sistema de anillo y clavija.

Marca: Coleman
Referencia: 2000026158
Dimensiones: 300cm (Largo) x 280cm (Ancho) x 170cm (Alto)
Capacidad : 6 Personas
Garantía: 3 meses
Hecho en: Estados unidos
Material: Polietileno

» Sistema WeatherTec™ 
» Los pisos soldados patentados y las costuras invertidas ayudan a mantener el agua fuera. 
» Con gancho para que cuelgue su lámpara 
» La bolsa de transporte expandible le permite arrancar la tira de rasgado para facilitar el empaque. 
» Fácil instalación en unos 10 minutos"
"1670951445-92","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://articulo.mercadolibre.com.co/MCO-550273309-carpa-camping-para-4-personas-impermeable-acampar-_JM?searchVariation=174424754098#searchVariation=174424754098&position=29&search_layout=stack&type=item&tracking_id=5290ca73-c9ad-4d32-a40e-a0dfa4180f7d","Carpa Camping Para 4 Personas Impermeable Acampar","117.990","null","Bienvenido somos ----- VIttORIA One Shop ----- #1 EN COLOMBIA
-----------------------------------------------------------------------------------------
Encuentra más de 10.000 productos. No busques más, tienes la garantía porque somos uno de las más grandes empresas que venden por Mercadolibre, tenemos la distinción de Mercadolíder Platinum.


Características

Carpa resistente al agua, de excelente precio-calidad y elaborada en poliéster de alta calidad, que harán de esta carpa un excelente acompañante en tus acampadas, cuenta con todos los accesorios para armar de forma rápida y fácil en cualquier lugar, adicional es muy compacta para llevar a cualquier parte y disfrutar de tus días de campo, tiene el espacio ideal para descansar y la ventilación adecuada para estar fresco en cualquier clima, provee firmeza en cualquier terreno que se ubique, es una herramienta muy útil en cualquier ocasión, así que no esperes más para comprarla y si tienes pensado en dar un regalo este seria muy ideal para aquellas personas que les gusta la aventura.

Especificaciones

Camping para4 personas.
Tipo IGLU.
Disponibles para 3 y 6 personas.
Facil y rapida de armar.
Super liviana y ligera para llevar a cualquir parte.
Material impermeable ideal para la lluvia y la nieve.
Medidas 2 mts. x 2 mts. x 1,40 mts.

***Después de hacer la compra, Favor enviar un mensaje para indicarnos un color
alternativo a su elección."
"1670951448-93","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://articulo.mercadolibre.com.co/MCO-1033582219-happy-bolsa-de-dormir-sleeping-para-ninos-cojin-160-cm-_JM#position=28&search_layout=stack&type=item&tracking_id=5290ca73-c9ad-4d32-a40e-a0dfa4180f7d","Happy Bolsa De Dormir- Sleeping Para Niños Cojin 1,60 Cm","89.900","null","Se convertirá en un juguete, una almohada y un saco de dormir.
Perfecto para pasar la noche cómodamente.
Los niños se mantienen cómodos y calienticos.
Ultra suave y acogedor, así podrán usarlo en cualquier momento del día.
Perfecto para jugar, tomar una siesta, en cualquier
Hará que la siesta sea el mejor momento, estarán muy cómodos
Puede llevarlo a cualquier lugar
Mantendrá su cuarto organizado, ya que se puede recoger fácilmente.
Lavable a máquina"
"1670951451-94","https://listado.mercadolibre.com.co/camping_BestSellers_YES_ITEM*CONDITION_2230284_NoIndex_True#deal_print_id=b36e0be0-7b05-11ed-a5fa-cd8ee639044f&c_id=special-withoutlabel&c_element_order=13&c_campaign=CAMPING&c_uid=b36e0be0-7b05-11ed-a5fa-cd8ee639044f6","","https://articulo.mercadolibre.com.co/MCO-595181211-bano-vestidor-ducha-portatil-carpa-camping-pop-up-asgard-_JM#position=27&search_layout=stack&type=item&tracking_id=5290ca73-c9ad-4d32-a40e-a0dfa4180f7d","Baño Vestidor Ducha Portátil Carpa Camping Pop Up Asgard","219.900","null","SOMOS PARRILLASYCAMPING | Líderes en productos de outdoor.

Tienda virtual que ofrece artículos para aire libre de alta calidad.

Somos distribuidores autorizados de las marcas: Asgard, King Flame, Kingcamp, Coleman, Campingaz.
——————————

Baño Vestidor Ducha Portátil Carpa Camping Pop Up Naturehike

Adecuado para usar como inodoro, vestidor, para resguardarse del sol o cabaña de almacenamiento.
Resistente al viento y transpirable.
Ventanillas para ventilación con malla antimosquito.
Bolsa de almacenamiento interior.
Incluye clavijas y Cuerda para asegurar en el terreno.
Se pliega y despliega en tan solo 1 minuto.
Ligera y fácil de guardar.

Color Gris
Medidas: 114× 114× 195cm
Medidas bolsa de transporte: F55×6cm
Resistencia al agua: 1000MM de columnas de agua.
Peso: 2.670 g
Material Carpa: 190T Poliester.
Varillas : Cable acero flexible.

Pulsa comprar y recibirás todos nuestros datos. Llámenos ya!!!!!
——————————

Para ver otros increibles productos para exteriores o Camping al mejor precio, Haz clic en el siguiente link:
https://listado.mercadolibre.com.co/_CustId_24264817


—————————

PROCESO DE COMPRA

1. Si tienes dudas realice todas las preguntas en la sección ""Preguntas al Vendedor"".
2. Haga clic en el boton ""Comprar""
3. Coloca los datos de envio: Casa, Apartamento, oficina, local u oficina principal de servientrega.
* Por favor se lo mas claro y especifico posible (nombre del barrio, nombre del conjunto, telefono de la persona que recibe) para que la transportadora llegue a tu domicilio sin problema.
* Puede llegar a tu domicilio o a la direccion de un familiar o amigo.
4. Elige el método de pago.
5. El envio se demora 1 o 2 dias habiles despues de confirmado el pago.
6. Recibe el envio en tu domicilio, en caso de que no puedas recibir el paquete puedes dejar una persona encargada.

——————————

FORMAS DE PAGO

MercadoPago

• Desde cualquier lugar del país sin costo alguno.
• Hasta 48 cuotas con tarjeta de crédito (Diners Club, Visa, Mastercard, American Express, Codensa).
• Giro por Efecty.
• Con tarjeta débito (por medio de PSE).
• Con el dinero disponible en su cuenta de MercadoPago.

——————————

FORMAS DE ENVÍO

1. MercadoEnvíos

• La forma ideal ya que es más económico.
• Envío por servientrega con cubrimiento a nivel nacional.
• El seguro cubre el 100% del costo del producto.

2. Otros medios de envío

• En caso de que Mercadoenvios no llegue a su ciudad por favor haganoslo saber en la sección de preguntas.


El envió o el domicilio se demora 1 o 2 días Hábiles después de confirmado el pago.

ENVÍOS A TODO EL PAÍS
——————————

Gracias por tu visita!
ParrillasyCamping

——————————"
